Id,smiles,sol_category
EOS72157,Cc1nc2cc(=O)[nH]n2c(C)c1CC(=O)Nc1cccc(F)c1,0
EOS32717,COC[C@@H]1CC(F)(F)CN1C1CN(C(=O)c2ccc(OC)c(F)c2)C1,0
EOS64116,Cc1ccc(N2C[C@@H](C(=O)N3CCN(S(=O)(=O)c4ccc5c(c4)OCCCO5)CC3)CC2=O)cc1,0
EOS18710,CCCNC(=O)CSc1nc2c(C)nn(CC)c2c(=O)n1Cc1cccs1,0
EOS75229,Cc1cc(=O)c(C(=O)N[C@@]2(CCO)CCOC2)nn1-c1cccc(C(F)(F)F)c1,0
EOS101261,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O,0
EOS63484,CCN(CC(=O)Nc1cccc(CN(C)C(C)=O)c1)c1ccccc1,0
EOS52662,Cc1cn(CC(=O)N(C2CCCC2)[C@H]2CCS(=O)(=O)C2)c(=O)n1-c1ccc(C#N)cc1,0
EOS75633,COCC(=O)N[C@@H](C)C(=O)N1CCN(S(=O)(=O)c2cccc3c2N=S=N3)CC1,0
EOS48965,Cc1nc(NC(=O)N[C@@H](C)c2cnn(C)c2)sc1C,0
EOS75232,O=C(NS(=O)(=O)CCCF)[C@@H]1CSc2ccccc21,0
EOS101077,Cc1cc(NC(=O)Nc2ccc(N(C)C)cc2)c2cc(F)cc(F)c2n1.Cl,0
EOS68367,O=C(Nc1[nH]c(=O)ncc1F)c1ccc(Cl)cc1Br,0
EOS74964,CN(C)CCCNC(=O)c1cn(-c2ccccc2)nc1-c1cccnc1.Cl,0
EOS73806,Cc1nc(C)c(C(=O)N2CCC[C@H]2c2cccnc2)s1,0
EOS60795,CC(C)c1ccc(-c2nnc(NC(=O)C3=COCCO3)s2)cc1,0
EOS85379,COc1ccc(OC)c(C(=O)Nc2cccc3c(OC)ccnc23)c1,0
EOS51677,COc1ccc([C@@H]2CCCN2C(=O)c2ccc(S(=O)(=O)NC3CC3)cc2)c(OC)c1,0
EOS69628,CCCCOc1ccc(S(=O)(=O)Nc2cc(OC)ccc2OC)cc1,0
EOS20313,O=C(c1cscn1)N1C2CCC1Cn1c(nnc1-c1cccnc1)C2,0
EOS40006,CC#CCN(c1ccccc1F)S(=O)(=O)CC,0
EOS62200,Cc1ccc(-n2[nH]c(C(=O)Nc3cccn(CC(F)(F)F)c3=O)cc2=O)cc1,0
EOS4603,Cc1cc2c(cc1NC(=O)N1CCCC(c3ccncn3)C1)n(C)c(=O)n2C,0
EOS84475,COCCN1C(=O)C(O)=C(C(=O)c2ccc(OC)cc2)[C@H]1c1ccc(OC)cc1,0
EOS32515,CCOCc1cnc(C)nc1C1CCCN(C(=O)c2cc(C)n(C)n2)C1,0
EOS83045,C[C@]1(NC(=O)CCOc2ccc(F)cc2)CCS(=O)(=O)C1,0
EOS64178,O=c1[nH]c(CN2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc2ccsc12,0
EOS69525,CN(Cc1coc(-c2ccccc2)n1)S(=O)(=O)c1ccc(F)cc1,0
EOS72007,C[C@H](NC(=O)NC1CCC2(CC1)COC2)c1cnn(CC2CCC2)c1,0
EOS68620,C[C@@H](CNC(=O)c1c(F)cccc1Cl)N1CCCC1,0
EOS34716,O=C(c1ccn2nnnc2c1)N1C[C@@H]2C[C@H](C1)Cn1c2cccc1=O,0
EOS100506,Cc1c[nH]c2ncnc(N3CCC(CN)(C(=O)Nc4cccc(OC(=O)N(C)C)c4)CC3)c12,0
EOS32572,COCc1nnc2n1CC1CCC(C2)N1C(=O)CCc1ccc(OC)cc1,0
EOS42051,CCC[C@]1(CO)CCN(C(=O)c2cccnc2C2CC2)C1,0
EOS102362,Cc1ccc(-n2ncc3c(=O)n(CC(=O)NCc4ccco4)cnc32)cc1,0
EOS94889,CCCn1c(NC(=O)c2ccncc2)nc2ccccc21,0
EOS85437,C#Cc1cccc(NC(=O)CN(C)c2ncc(Cl)cn2)c1,0
EOS28121,O=C(Nc1ccccc1F)N1CCC(n2cnc3cc(F)ccc3c2=O)CC1,0
EOS74746,C#CCSCCNC(=O)N(CC)c1ccccc1,0
EOS83980,O=C(CCNC(=O)c1c[nH]c2ccccc12)N[C@H]1CCCCNC1=O,0
EOS101619,Cc1ccc(S(=O)(=O)O)cc1.Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,0
EOS101380,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],0
EOS74404,Cc1cc(C)n(C[C@H]2CCCN2Cc2ncc(C(C)(C)C)o2)n1,0
EOS39466,O=C1Nc2ccc(F)cc2C2(CNC2)O1,0
EOS100771,Cl.O=C1Nc2ccccc2C2(CCN(CCc3ccc(C(F)(F)F)cc3)CC2)O1,0
EOS97473,COc1ccnc(NC[C@H](O)c2ccccc2C(F)(F)F)n1,0
EOS101061,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]3(C)CC[C@H]3C(C)(C)C(=O)C(C#N)=C[C@]43C)[C@@H]2C1,0
EOS70993,CCCCNc1ccc(S(C)(=O)=O)cc1S(C)(=O)=O,0
EOS35211,Cc1ccc(C)n1CCC(=O)Nc1ccc2[nH]c(CO)nc2c1,0
EOS30963,COCCOCc1nc(C2CCCCN2C(=O)Cc2cccc(Cl)c2)no1,0
EOS6650,CN(CCCS(=O)(=O)N(C)C)Cc1n[nH]c2c1CCCCC2,0
EOS84489,O=c1nc(C(F)(F)F)nc2ccccn12,0
EOS85707,CCOCC(=O)N1c2ccccc2N(C)CC[C@@H]1C,0
EOS68429,COc1cc(C(=O)Nc2ccc(C#N)cc2)cc2c1OCCO2,0
EOS75116,C[C@H](NCc1cccc(NC(=O)Cn2cccn2)c1)c1cccs1,0
EOS101549,CCN1CCN(C(=O)Cc2ccc(Nc3ncc(F)c(Nc4ccc(C(=O)Nc5ccccc5Cl)cc4)n3)cc2)CC1,0
EOS2236,COc1ccc(Nc2nc(N3CCN(S(C)(=O)=O)CC3)nc3ccccc23)cc1,0
EOS38187,CC(=O)N1CCc2cc(NC(=O)c3cc4ccccc4cc3O)ccc21,0
EOS60861,Cc1ccc(NC(=O)CCc2ccccc2)cc1S(=O)(=O)N1CCOCC1,0
EOS71172,Cc1cnn(C[C@H]2CN(Cc3ccoc3C)CCO2)c1,0
EOS101808,Cl.O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,0
EOS40031,O=S1(=O)CCCN(Cc2cn3ccccc3n2)CC1,0
EOS73643,COc1cc(CNC(=O)C(C)C)ccc1OC[C@H]1CCCO1,0
EOS85429,Cl.Cn1cc(CN)c(-c2ccc(C#N)cc2)n1,0
EOS93043,CNC(=O)c1ccc(CSC(C)(C)C)cc1,0
EOS102237,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,0
EOS72582,COc1ccc(OC)c([C@@H]2CCCN2C(=O)c2cn(C(C)C)cn2)c1,0
EOS57426,CCN(CC)c1ccc(C(=O)N2CCC[C@H]2c2noc(C)n2)cn1,0
EOS53552,CCOc1ccc(S(=O)(=O)Nc2ccc([C@@]3(C)NC(=O)NC3=O)cc2)cc1OCC,0
EOS20732,CC(C)Cn1ccc2c(NC(=O)c3cnc4sccn4c3=O)cccc21,0
EOS51286,Cc1cc(NC(=O)NC[C@H](O)COc2cccc3ccccc23)no1,0
EOS60822,Cn1c(=O)c2c(ncn2CC(=O)Nc2nc(-c3ccc4c(c3)OCCO4)cs2)n(C)c1=O,0
EOS19194,COc1ccnc2c1c(=O)n(CC(=O)Nc1ccc3c(c1)OCO3)c(=O)n2C,0
EOS4613,CC1CCCN1C(=O)c1ccc2nc(-c3ccc(F)cc3)cn2c1,0
EOS64357,CC(=O)N(C)C1CCN(C(=O)c2ccc3cc[nH]c3c2)CC1,0
EOS73381,CN1C[C@@H]2[C@@H](CCCN2C(=O)NCc2cccc(COCC(F)(F)F)c2)C1=O,0
EOS48062,C[C@@H](CC#N)NC(=O)c1ccnc(SC(C)(C)C)c1,0
EOS101656,Cl.Clc1ccccc1CN1CCc2sccc2C1,0
EOS101295,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,0
EOS86660,N#CCCN(CCC(F)(F)F)C(=O)Cn1nc2n(c1=O)CCCCC2,0
EOS74770,Cc1noc(C)c1C[C@H](C)C(=O)N1CC(n2cc(-c3ccccc3)nn2)C1,0
EOS67998,Cc1ccc(C)c(S(=O)(=O)NC(=O)CC[C@H]2CCCO2)c1,0
EOS968,CCCC(=O)Nc1nn2c(-c3ccc(C)c(F)c3)nnc2s1,0
EOS38460,COc1cc(OC)cc(N2CC[C@H](NC(=O)N3Cc4cccc(OC)c4C3)C2)c1,0
EOS97123,O=C(NCCOc1ccccc1F)[C@H]1CC(=O)N(Cc2ccccc2)C1,0
EOS45917,C[C@H](NC(=O)c1ccoc1)C(=O)Nc1cccc(CN2C(=O)CNC2=O)c1,0
EOS83217,CCCN(C(=O)c1nn(-c2ccccc2C(F)(F)F)c(C)cc1=O)[C@H]1CCS(=O)(=O)C1,0
EOS49461,CCN(CCN(C)CC(F)(F)F)C(=O)c1ccccc1-n1cccn1,0
EOS50218,Cc1n[nH]cc1CN1C(=O)[C@@H]2CCCCN2C1=O,0
EOS4606,COc1ccccc1-n1cc(C(=O)N2CCCCC2c2cc(C)on2)cn1,0
EOS61531,CCc1ccc(NC(=O)NC[C@H]2CCS(=O)(=O)C2)cc1,0
EOS20410,O=C(c1cn(C[C@@H]2CCCN2C2CCOCC2)nn1)N1CCc2ccccc2C1,0
EOS84305,Cn1nc(N2CCN(c3ccc(F)cc3)CC2)c(=O)n(C)c1=O,0
EOS41541,CCn1c(=O)n(CC(=O)N2CCCN3c4ccccc4C[C@H]3C2)c2ccccc21,0
EOS100489,C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@H](C(F)(F)F)CC2,0
EOS57657,C[C@]1(C(=O)N2CCCc3occc3C2)CCC(=O)NC1,0
EOS68318,N#C[C@@H](NC(=O)c1ccc2[nH]nnc2c1)C1CCCCC1,0
EOS70350,CCn1cc(NC(=O)c2cc(-c3cccc(Cl)c3)no2)ccc1=O,0
EOS101803,CN1CCc2cc3c(cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,0
EOS61452,O=S(=O)(c1ccc(N2CCN(c3ncnc4c3oc3ccccc34)CC2)nc1)N1CCOCC1,0
EOS32960,CC1(c2noc(C3CCOCC3)n2)CCCN(C(=O)c2ccccn2)C1,0
EOS101363,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,0
EOS100836,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0
EOS40062,O=C(CN1CCC[C@H](O)C1)N1CCN(Cc2ccccc2)CC1,0
EOS53751,CC(C)CCNC(=O)Cn1cnc2c(oc3ccccc32)c1=O,0
EOS28747,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCC(=O)N3C)cc1,0
EOS68356,C[C@@H](c1ccco1)N(C)C(=O)c1cc(O)nc(N(C)C)n1,0
EOS61487,CCCNC(=O)[C@H](C)NC(=O)CCCn1cnc2c(C)cccc2c1=O,0
EOS74344,O=C(Nc1ccncc1)N[C@H]1CCS(=O)(=O)C1,0
EOS22069,CCn1nc(N2CCCC(NS(=O)(=O)c3ccc(F)c(C)c3)C2)ccc1=O,0
EOS75113,COc1ccc(NC(=O)NC[C@H](C)Cn2nc(C)cc2C)cn1,0
EOS14093,Cc1nc(-c2ccc(S(=O)(=O)N3CCN(c4cc(-n5ccnc5)ncn4)CC3)s2)cs1,0
EOS84289,CN1CC(=O)N=C1NC(=O)Nc1ccc(O)cc1,0
EOS12353,CC(C)c1ccccc1NC(=O)Cn1c(=O)oc2ccccc21,0
EOS48318,CC(C)[C@@H](c1ccccc1)S(=O)(=O)NC(=O)c1cn2c(n1)CCC2,0
EOS68001,CCONC(=O)c1csc(-c2ccc(OC(C)C)cc2)n1,0
EOS95884,Cc1nccn1C[C@@H](C)CNC(=O)CCCn1c(=O)oc2ccccc21,0
EOS18705,CCCN(CCC)CCCNC(=O)CCNC(=O)Cn1ccc2ccccc2c1=O,0
EOS68358,O=C(Nc1ccccc1Cl)N1CCN(Cc2ccccn2)CC1,0
EOS70986,O=C([C@@H]1CN(Cc2nnsc2Cl)c2ccccc2O1)N1CCCCC1,0
EOS655,COc1ccc(OC)c(C2CC(c3c(O)[nH]c(=O)n(C4CCCCC4)c3=O)=NN2)c1,0
EOS25087,COc1ccc(NC(=O)N2CCN(c3nc4ccccc4n(Cc4ccccc4)c3=O)CC2)c(OC)c1,0
EOS74565,CCn1nnc(C)c1CS(=O)(=O)CC1(C)CCCCC1,0
EOS75894,Cc1ccc(C#N)cc1S(=O)(=O)N1CCN[C@@H](C)C1,0
EOS73711,CNS(=O)(=O)c1ccc(C(=O)Nc2ccc(-n3ccnc3C)c(F)c2)o1,0
EOS63830,CCc1ccc(C)cc1OCc1nnc(C)n1CC,0
EOS75530,CCc1ccc(S(=O)(=O)N2CC[C@H](CNC)C2)cc1,0
EOS102405,C[N+](C)(C)CC#CCN1CCCC1=O.[I-],0
EOS73193,CCN(CC)S(=O)(=O)c1cccc(C(=O)Nc2cccc(N3CCCC3=O)c2)c1,0
EOS64470,CCS(=O)(=O)N1CCC(=NO)CC1,0
EOS100139,Cc1c(CN(C)C(=O)/C=C/C2=CNC3=NC(=O)CCC3=C2)oc2ccccc12,0
EOS85018,COCc1cc(C(=O)N2Cc3ccccc3N(C)C[C@@H]2C)no1,0
EOS79004,OC[C@H](Nc1cc(C(F)(F)F)ccn1)c1ccccc1,0
EOS68364,CCc1ccc([C@H](C)NCC(C)(C)C(N)=O)s1,0
EOS100502,COc1cc2c(cc1F)C(c1ccccc1Cl)=NC1=C(C)NNC1=N2,0
EOS11756,Cc1ccc(OCC(=O)N2CCc3ccccc32)cc1C,0
EOS38930,O=C(CCNC(=O)[C@@H]1COCCN1CC1CCC1)Nc1ccccc1,0
EOS2381,Cc1c2c(=O)n(-c3nc4ccccc4s3)[nH]c2cc(=O)n1Cc1cccs1,0
EOS75463,Cc1ccc(NC(=O)CN(C)S(C)(=O)=O)cc1S(=O)(=O)N1CCOCC1,0
EOS68402,CC(=O)Nc1ccc(NC(=O)c2cccc(OCc3cscn3)c2)cc1,0
EOS68555,Cc1cn2c(n1)CC[C@H](NC(=O)c1cc(C)oc1C)C2,0
EOS30122,CCn1c(=O)c2c(cc(C)n2C)n(CC(=O)Nc2ccc(OC)c(Cl)c2)c1=O,0
EOS84785,CCONC(=O)c1nn(-c2ccccc2F)cc1O,0
EOS50836,c1ccc([C@H]2N(c3ncnc4[nH]ccc34)CC23CCOCC3)cc1,0
EOS69603,O=C(Cn1cnc2scc(-c3cccs3)c2c1=O)Nc1cccnc1,0
EOS72529,C[C@@H](CN1CCCCC1)NC(=O)Cc1ccn[nH]1,0
EOS37268,COc1ccc(NC(=O)c2ccc(NC(=O)c3cnn(C)c3)cc2)cc1,0
EOS100138,CNC(=O)O[C@H]1COc2ccc(N3CCN(C4COC4)CC3)cc2[C@@H]1NC(=O)c1ccc(F)cc1,0
EOS38167,COc1ccc2nc(C(=O)Nc3ccc4[nH]c(=O)[nH]c4c3)ccc2c1,0
EOS57195,O=C(Cn1ccc2ccc(Cl)cc21)NC[C@]1(O)CCS(=O)(=O)C1,0
EOS53366,Clc1ccccc1-c1noc(CSc2nnnn2C[C@H]2CCCO2)n1,0
EOS69457,Nc1nc(C2CC2)nc(N2CCN(C[C@H]3CCC4(CCC4)O3)CC2)n1,0
EOS71052,Cc1cc(C)n(C[C@H]2CCCN2C(=O)c2ccoc2C)n1,0
EOS13687,Cc1ccc2nc(Nc3ccccc3)c(/C=N/O)c(=O)n2c1,0
EOS71163,Cc1nc(-c2cccc(NC(=O)CN[C@H]3CCC(=O)NC34CCC4)c2)cs1,0
EOS71861,N#CCCN(CC1CC1)C(=O)[C@H](O)c1ccc(Br)cc1,0
EOS10022,Cc1c(NC(=O)N[C@H]2COC[C@@H]2N2CCCC2)cccc1N1CCCC1,0
EOS55390,O=C(Nc1nc2ccccc2[nH]1)c1c[nH]n2c1nc(=O)c1ccccc12,0
EOS72237,O=C1C[C@H](NC(=O)c2ocnc2C2CC2)CN1,0
EOS21724,CC(=O)c1ccc(NC(=O)C(CC(C)C)NS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)cc1,0
EOS38052,CCN(C)C[C@H]1CCN(C(=O)CCNc2ncc(C(F)(F)F)cc2Cl)C1,0
EOS19865,CCCNC(=O)c1cccc2c1CCN2C(=O)c1ccc(F)cc1,0
EOS85253,COc1ccccc1O[C@H]1CCCN(C(=O)c2cnc3c(cnn3C)c2OC)C1,0
EOS70677,CO[C@@](C)(CNC(=O)c1ccc(=O)[nH]n1)C1CC1,0
EOS101606,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,0
EOS57141,C[C@H](NCCN(C)Cc1ccccc1)c1cn(C2COC2)nn1,0
EOS31524,Cc1cnc(C)n1C1CCCN(C(=O)c2cccs2)C1,0
EOS68188,C[C@H]1CN(C(=O)c2cccnc2N2CCOCC2)CCO1,0
EOS64373,CCCNC(=O)c1ccc(NC(=O)[C@@H]2COCCN2CC2CCC2)cc1Cl,0
EOS21404,CC(C)Cn1c(=O)c2ccc(C(=O)NC3CCCC3)cc2n2c(=O)[nH]nc12,0
EOS39492,COc1ccccc1[C@@H]1CC(c2ccco2)=NN1S(C)(=O)=O,0
EOS39892,O=C(NCCCCc1nccs1)[C@@H]1OCCc2ccccc21,0
EOS19808,O=c1c2c[nH]c3ccccc3c-2nn1-c1ccc(Cl)cc1,0
EOS4028,CNCCN1C(=O)CC[C@H]2CN(C(=O)C3(COC)CCC3)CC[C@H]21.Cl,0
EOS84786,Cc1nnc2ccc(N3CC[C@]4(CCOC4)C3)nn12,0
EOS72231,COCCOc1cccc(C(=O)Nc2[nH]cc(C)c2C#N)c1,0
EOS68564,Cc1nc([C@H]2CCCN(C(=O)COc3ccc(C#N)cc3)C2)no1,0
EOS74273,O=C(CSc1cccs1)NC[C@H]1CCCO1,0
EOS78190,CCCN1CCN(Cc2nnc(C)n2CC)c2cc(F)ccc21,0
EOS11937,CCc1ccc(OCC(=O)Nc2ccc(S(=O)(=O)N(CC)CC)cc2)cc1,0
EOS46373,CN(C)C(=O)c1cccc(S(=O)(=O)N2CCn3c(Br)cnc3C2)c1,0
EOS28807,COc1ccc(NC(=O)Cn2nc3c(-c4nc(-c5ccccc5)no4)cccn3c2=O)cc1,0
EOS92511,COc1ccc(Nc2nc(CN3CCN(S(=O)(=O)c4c(C)noc4C)CC3)cs2)cc1,0
EOS75292,O=C(Cn1[nH]c(=O)ccc1=O)NC[C@@H](c1ccccc1)N1CCCC1,0
EOS68622,C[C@H](NC(=O)COc1ccc(N2CCCC2=O)cc1)C(N)=O,0
EOS93210,Cc1cc(-n2c(C)cc(C(=O)Cn3cnc4c(cnn4C)c3=O)c2C)no1,0
EOS29869,O=C(Nc1ccc(F)cc1)c1ccc(=O)n(CCN2CCOCC2)c1,0
EOS54491,CSCC(=O)Nc1nc(-c2ccc(CNC(C)=O)cc2)cs1,0
EOS59105,CCNC(=O)c1cccc(NC(=O)c2ccc(C)o2)c1,0
EOS86289,Cc1cn2c(n1)CC[C@H](NC(=O)CCCc1nc(C(C)(C)C)no1)C2,0
EOS47905,O=C(NS(=O)(=O)c1cccnc1)c1ccccc1SC[C@H]1CCCO1,0
EOS54988,CN(Cc1cccc(=O)[nH]1)C(=O)c1cc2c(cn1)OCCO2,0
EOS2954,Cc1cc([C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)c2ccc(=O)n(C)n2)ccc1F,0
EOS73181,COc1ccccc1-c1nn(-c2ccccc2)cc1C(=O)N1CCN(C)CC1,0
EOS23827,CCC1Sc2ccc(S(=O)(=O)CCC(=O)Nc3ccc(NC(C)=O)cc3)cc2NC1=O,0
EOS70238,COCCNC(=O)[C@H](CC(C)C)Nc1ccnc(C#N)c1,0
EOS95852,O=C(Nc1ccc(Oc2ccccc2)cc1)N1CCN(C(=O)c2ccco2)CC1,0
EOS100221,COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1cccc2ccccc12.O=C(O)C(F)(F)F,0
EOS97526,CCOc1cc(CNc2cccnc2N2CCC(O)CC2)ccc1O[C@@H](C)C(=O)N(C)C,0
