smiles,sol_category
CN(C)C(=O)CNc1cc(S(=O)(=O)N2CCCCCC2)ccc1OCC(F)(F)F,0
COc1ccc(CN2CCc3nc(N(C)C)[nH]c(=O)c3CC2)cc1OC,0
CCc1ncncc1C(=O)N1CCC[C@H](n2nc(C)nc2C)C1,0
O=C(Cc1c[nH]c2ccc(Cl)cc12)N1CCC(n2ccnn2)CC1,0
Cc1ccc(C)n1CCC(=O)Nc1ccc2[nH]c(CO)nc2c1,0
C[C@H]1CN(Cc2nc(-c3cccnc3)no2)CC(C)(C)O1,0
O=C1C[C@H](N(C(=O)c2cccn2C2CCCC2)C2CC2)C(=O)N1,0
CC(C)[C@H](NC(N)=O)C(=O)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,0
Cc1cc(N(C)C)cc(C)c1Br,0
CCc1ccc(C(=O)N2CCCC[C@@H]2C)o1,0
O=S(=O)(c1c[nH]c2cccc(F)c12)N1CCC[C@@H]1CN1CCOCC1,0
O=C(NCCCN1CCCCC1)C1CCN(C(=O)Nc2ccccc2C(F)(F)F)CC1,0
CC(=O)NC1CCN(c2cc(-c3ccccc3F)nc3ccnn23)CC1,0
CCNc1nc(C(=O)N2CC[C@@H](N3CCOCC3)[C@H]2C)cs1,0
CC#CCN(c1ccccc1F)S(=O)(=O)CC,0
C[C@@H](C(=O)N1CC(=O)Nc2cc(C(F)(F)F)ccc21)N1CCN(c2ncnc3c2cnn3C)CC1,0
CCN(c1ccc(NC(=O)COc2ccccc2C#N)cc1)C(C)C,0
C[C@@H](CNC(=O)c1c(F)cccc1Cl)N1CCCC1,0
CC1CCCN1C(=O)c1ccc2nc(-c3ccc(F)cc3)cn2c1,0
CCOc1ccc(OCc2cccc(C(N)=O)c2)cc1,0
COc1cc2c(cc1CN(C)CC1CCN(c3ccccc3)C1)OCCCO2,0
CC(=O)Nc1ccc(NC(=O)C(NC(=O)C2CCCCC2)C(C)C)cc1,0
O=[N+]([O-])c1ccc(CN2CCOCCOCCN(Cc3ccc([N+](=O)[O-])cc3)CCOCC2)cc1,0
O=C(c1ccoc1)N1CCN(C(=O)c2ccoc2)C2(CCCCC2)C1,0
Cc1cc(NC(=O)[C@H](C)N2CCOCC2)no1,0
C[C@H](NC(=O)CN1CCOc2ccc(Br)cc21)C1CC1,0
CON(C)C(=O)[C@@H]1CCCN1C(=O)c1ccc2c(c1)OCO2,0
COC[C@H](NC(=O)N1CCC(c2nc3cccc(C)c3o2)CC1)C1CC1,0
CCNS(=O)(=O)[C@H]1CCN(Cc2ccn(C)c2)C1,0
O=C(Nc1ccc(N2CCOCC2)c2nonc12)c1ccc2c(c1)OCO2,0
O=C(CCc1nc(-c2ccsc2)no1)Nc1ccccc1,0
C#CCSCCNC(=O)N(CC)c1ccccc1,0
O=C(NCc1cccc(Cl)c1)c1cn(-c2cc(N3CCOCC3)ncn2)cn1,0
COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O,0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)COC)cc1,0
COc1ccc2[nH]c(SCC(=O)N3CCc4ccccc43)nc2c1,0
C[C@H]1CN(C(=O)CCc2nc(C3CC3)no2)c2ccccc2S1,0
CCc1cc(=O)n(CC(=O)Nc2ccc(C)c(Cl)c2)c(N2CCOCC2)n1,0
CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,0
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0
C[C@@H](Cn1ccnc1)NC(=O)N1CCN(c2ncccn2)CC1,0
CCCCOc1ccc(CCNC(=O)c2n[nH]nc2C)cc1,0
COCCn1ncc(N2CCC(C(=O)Nc3ccc4oc(-c5ccncc5)nc4c3)C2)cc1=O,0
CCc1n[nH]c(SCC(=O)N2CCCC(OCc3cccnc3)C2)n1,0
COc1coc(Cn2cnn(C)c2=O)cc1=O,0
CO[C@@H]1C[C@@H](c2ncn[nH]2)N(C(=O)c2cc(C(C)(C)C)n[nH]2)C1,0
Nc1ccc(CCNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1,0
CNC(=O)C1c2nnc(C)n2CCN1C(=O)C1(c2ccccc2)CC1,0
N#Cc1nc(C2CC2)oc1N1CCN(C(=O)NC[C@H]2CCOC2)CC1,0
COc1cccc(C)c1C(=O)N1CCN(CC(C)C)[C@@H]2CS(=O)(=O)C[C@@H]21,0
Cc1ccc(C(=O)NCCCN2CCCCC2)cc1S(=O)(=O)N1CCOCC1,0
Cc1cc(N2CCOCC2)ccc1Nc1nc(NC2CCCCC2)c2nc[nH]c2n1,0
N#CCCCN1CCC[C@H]1c1ccc2c(c1)OCCO2,0
Cc1ccc(-c2nc(C)c(C(=O)Nc3cc(N4CCCS4(=O)=O)ccc3O)s2)o1,0
CCNC(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1C,0
CC(=O)N(CCCN1CCOCC1)C1CCN(C(=O)Cc2c(C)noc2C)C1,0
O=C(Nc1ccc(F)cc1)c1ccc(=O)n(CCN2CCOCC2)c1,0
Nc1c(C(=O)NCc2cccs2)c2nc3ccccc3nc2n1N,0
CN(CCC(=O)Nc1ccccc1Cn1cncn1)c1ccccc1,0
COc1cc(NC(=O)c2ccnc3ccnn23)c(C(=O)N2CCCC2)cc1OC,0
CN(c1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)cc1)c1ccnc(Nc2cccc(S(N)(=O)=O)c2)n1,0
COc1ccc(O)c(C(=O)c2cc(C(=O)N3CCOCC3)c3nc4ccccc4n3c2)c1,0
Cc1cc(C(=O)Nc2ccc(F)c(-n3cccc3)c2)n(C)n1,0
O=C(NCc1ccccc1)N1CCc2ccccc21,0
CCC(CC)[C@H](NC(=O)Cc1c(C)nc(C)[nH]c1=O)c1cccs1,0
CCOc1ccc(NC(=O)c2ccc(-n3cnnn3)cc2)cc1,0
CC(C)CCNC(=O)c1n[nH]c(=O)c2ccccc12,0
CO[C@@H]1C[C@@H](c2ncc[nH]2)N(C(=O)c2cc(=O)[nH]c3c2CCCC3)C1,0
CCOc1cccc(-c2cccc(NC(=O)c3cocn3)n2)c1,0
COc1ccc(NC(=O)Cn2nc3c(-c4nc(-c5ccccc5)no4)cccn3c2=O)cc1,0
CS(=O)(=O)c1nc(C(=O)Nc2ccc3ccccc3n2)c2ccccn12,0
COCCN(CCN(C)C)C(=O)N[C@H]1COc2c1ccc(C)c2C,0
C[C@@H](c1ccccn1)N(C)c1ccncc1Cl,0
O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCCCOC1CCCCC1,0
COc1cc(Cl)c(C)cc1NC(=O)C[C@@H]1SC(N2CCOCC2)=NC1=O,0
O=C(Nc1ccnn1[C@H]1CCS(=O)(=O)C1)c1cc2c([nH]c1=O)CCCCC2,0
CCN(CC)c1ccc(C(=O)N2CCC[C@H]2c2cc(C)on2)cn1,0
CC(C)Oc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CCc1ccc(F)cc1,0
C#CCN1CC(=O)N(C(C)C)C(C)(C)C1,0
O=C(NCc1ccc(-n2ccnc2)c(F)c1)[C@@H]1COCCN1CC1CCC1,0
CCc1c(C)nc2ccccc2c1NC(=O)c1ccc(=O)n(C)c1,0
CCC(C)NC(=O)Cn1cnc2nc(N3CCC(C(=O)NC)CC3)sc2c1=O,0
COc1cc(-c2cn[nH]c2)ccc1C(=O)Nc1ccc2c(c1)CCNCC2.Cl,0
Cc1cc2c(cc1NC(=O)N1CCCC(c3ccncn3)C1)n(C)c(=O)n2C,0
Cc1nn(C)c(C)c1[C@@H]1CCCN1C(=O)Cc1cccs1,0
Cc1ccc(N2CCC(NC(=O)CCc3ccccc3)C2=O)cc1,0
O=C(Cc1ccc2c(c1)OCCO2)Nc1ccc(NS(=O)(=O)c2ccc3c(c2)OCCO3)cc1,0
CC(C)CN1C[C@@H](C(=O)Nc2ccsn2)CC1=O,0
CN(C)C(=O)c1ccc(CN2CCC[C@H](Cc3nccn3C)C2)[nH]1,0
Cl.NCC1(NS(=O)(=O)CCCF)CCCC1,0
Cc1cc(NC(=O)CN2CCN(S(=O)(=O)Cc3ccccc3)CC2)n(C)n1,0
CC(C)(C)C(=O)NCCNCc1ccc(Cl)c2cccnc12,0
COc1ccc2c(Cn3nnn(-c4cccs4)c3=O)cc(=O)oc2c1,0
CNC(=O)c1cccc(N(C)CC(=O)Nc2c(C)cc(C)cc2C)n1,0
Cc1cc(Cl)ccc1S(=O)(=O)NCC[C@H]1CCNC1.Cl,0
O=C(CSc1cccs1)NC[C@H]1CCCO1,0
COc1cc(OC)c(NC(=O)c2cc(=O)n(-c3ccc(C)cc3)[nH]2)cc1F,0
CNC(=O)NC(=O)COc1ncnc2sc3c(c12)CC[C@H](C)C3,0
CN(C)CC(=O)Nc1ccc(NC(=O)CC2=CCCCC2)cc1,0
CC(N=C1CCCN1)c1ccc(F)cc1,0
COCCC1(NS(=O)(=O)c2ccccc2)CCN(S(=O)(=O)N(C)C)C1,0
CN(C(=O)C1CC1)c1ccccc1C(=O)NCc1ccc(C#N)cc1,0
Cc1ccsc1S(=O)(=O)NC[C@@]1(C)CCC(=O)N1,0
Cn1c(=O)n(C)c2cc(N3CCCCC3)c(NC(=O)Nc3ccc4c(c3)OCCO4)cc21,0
COc1ccc2[nH]c(SCC(=O)N3CCOCC3)nc2c1,0
CC(=O)c1cccc(NC(=O)C2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)c1,0
CCN(CC)CCN[C@@H](C)c1ccc(Br)o1,0
COc1cccc2c1CN(C(=O)NC[C@@H]1CC(=O)N(C)[C@H]1c1cnn(C)c1C)C2,0
Cl.Cl.O=S(=O)(NCCNC/C=C/c1ccc(Br)cc1)c1cccc2cnccc12,0
CCc1noc(C)c1C(=O)N1CCC[C@H](n2cc(C)cn2)C1,0
O=C(Cc1cccc(OC(F)(F)F)c1)Nc1ccc(CCCCc2nnc(NC(=O)Cc3ccccn3)s2)nn1,0
CCN(CCC(F)(F)F)C(=O)NCc1ccc(C(=O)N2CCCC2)cc1,0
Cc1c(NC(=O)CSc2nnc(-c3ccccc3F)o2)c(=O)n(-c2ccccc2)n1C,0
Cl.Nc1nc(NC[C@H]2CC[C@H](CNS(=O)(=O)c3cccc4ccccc34)CC2)nc2ccccc12,0
Cc1n[nH]c(C)c1CC(=O)N(C1CC1)[C@H]1CCc2ccccc21,0
CCNC(=O)N(C)CCc1noc(-c2ccc(C(=O)N3CCOCC3)cc2)n1,0
COc1c(NC(=O)NC[C@H](C)c2ncc(C)s2)c(C)nn1C,0
CCc1c(C(=O)OC)ncc2[nH]c3cc(OC)c(OC)cc3c12.Cl,0
CN1CCc2cc3c(cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1c2OCO1)OCO3,0
O=C(Nc1ccccc1F)N1CCC(n2cnc3cc(F)ccc3c2=O)CC1,0
CC(C)(C)c1ccc(O)c(NC(=O)[C@H]2CCCN(C(=O)N3CCCC3)C2)c1,0
Cc1cc(O[C@@H](C)C(=O)N2CCNC(=O)C2)ccc1Cl,0
CN1C(=O)NC(Cc2c[nH]c3c(Cl)cccc23)C1=O,0
Cc1c(NC(=O)N[C@H]2COC[C@@H]2N2CCCC2)cccc1N1CCCC1,0
Cc1n[nH]c(=O)nc1NCCN1CCCCC1,0
CC(c1ccc2c(c1)OCCO2)N(C)Cc1ncc[nH]1,0
Cl.OC[C@@H]1CNC[C@H]1C1CCN(Cc2ccncc2)CC1,0
COc1cccc([C@@H]2CCCN2C(=O)C2CCCC2)c1,0
Cc1cc(N2Cc3ccccc3C[C@H]2C(=O)NC2CC2)ncn1,0
CC(C)c1ccc(-c2nnn(CC(=O)NC(C)(C)C)n2)cc1,0
CN1C(=O)COc2ccc(C(=O)NCCc3cnn[nH]3)cc21,0
CCCCNC(=O)C1CCN(c2ncnc3c2cnn3C)CC1,0
COc1ccc(CC(=O)Nc2nc(-c3cccnc3)cs2)c(OC)c1,0
COc1cc(Br)ccc1CCCN(C)CC#N,0
O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1,0
CCN(C[C@H]1CCOC1)C(=O)c1ccc2c(c1)NC(=O)CCS2,0
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)[O-])CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1.[Na+],0
Cc1nc(C2CC23CCN(S(=O)(=O)c2cccc(F)c2)CC3)no1,0
COCC(=O)Nc1ccc2c(c1)CCC(=O)N2CC(C)C,0
NC(=O)c1cccc(NC(=O)[C@@H]2CCCN2C(=O)c2ccco2)c1,0
CCONC(=O)c1nn(-c2ccccc2F)cc1O,0
O=C(C1CCC1)N1C[C@@H](c2cccc(F)c2F)[C@@H]2[C@H]1C1CCN2CC1,0
COc1ccc(C)cc1NC(=O)c1nc2ccccc2n(C)c1=O,0
CCn1nnc2cc(C(=O)Nc3ccc4c(c3)OCCO4)ccc21,0
Cc1nc2c(C)cccn2c(=O)c1NC(=O)c1ccc(F)c(F)c1,0
CNS(=O)(=O)c1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1,0
CC(=O)Nc1cc2nn(-c3ccc(F)cc3)nc2cc1C,0
C[C@H]1CCCN(CCNC(=O)Cc2cccs2)C1,0
CCNC(=O)c1cccc(NC(=O)c2ccc(C)o2)c1,0
Nc1ccc(-c2cn3ccccc3n2)cc1,0
O=C(Nc1cc(S(=O)(=O)N2CCOCC2)ccc1O)c1ccccc1OCc1ccccc1,0
N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+],0
O=C1CC(CNS(=O)(=O)c2cc(Cl)c(Cl)s2)CN1C1CCCC1,0
CC(C)CCNC(=O)C[C@@H]1SC(c2cc3ccccc3oc2=O)=NC1=O,0
COc1cccc2cc(C(=O)NC[C@H]3COc4ccccc4O3)c(=O)oc12,0
CCCN(CCC)CCCNC(=O)CCNC(=O)Cn1ccc2ccccc2c1=O,0
C[C@H]1CCN(C(=O)CNc2ccc(S(=O)(=O)N3CCCC3)cc2)c2ccccc2S1,0
CCc1cc(Nc2nccc(-c3c(-c4ccc(OC)c(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,0
CC1(NC(=O)NCc2ccccc2OCCO)Cc2ccccc2C1,0
O=S(=O)(c1ccc2c(c1)OCCCO2)N1CCN(c2ccccc2)CC1,0
CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)OC)[C@@H](C)CC,0
CCCn1c(=O)c2c(nc3n(-c4cccc(OC)c4)c(C)cn23)n(C)c1=O,0
CC(C)CNC(=O)NC(=O)CN1C(=O)c2cc(Cl)c(Cl)cc2C1=O,0
COc1cccc(NC(=O)N2CCN(c3cc(-n4cccn4)nc(C)n3)CC2)c1,0
Cc1ccc(C(=O)N2CCC(n3c(C)cnc3-c3ccncc3)CC2)cn1,0
Cc1n[nH]c([C@@H]2CN(C(=O)CN3CCCCCC3)C[C@H]2C(N)=O)n1,0
CN(CCO)C1(CNC(=O)C2=CCCC2)CCCCC1,0
CCN(C(=O)c1cc(Cn2cc(C)cn2)on1)[C@H]1CCN(c2ccccc2)C1=O,0
Cc1cccc(C(C)(C)NCCCS(C)(=O)=O)c1,0
O=C(Nc1[nH]c(=O)ncc1F)c1ccc(Cl)cc1Br,0
CCc1ccc(C(=O)N2CCC(Oc3ccc(C(=O)N(C)C)cn3)CC2)cc1,0
COc1ccc(Cl)cc1N1CC[C@H](NC(=O)c2ccoc2C)C1,0
CCc1ccc(OCC(=O)Nc2ccc(S(=O)(=O)N(CC)CC)cc2)cc1,0
CCC(=O)NCc1ccc2c(c1)N(C(=O)c1ccc(OC)cc1)C(C)C2,0
O=C(CN1CCC[C@H](O)C1)N1CCN(Cc2ccccc2)CC1,0
CCN(C(C)=O)c1nc(CN(C)CCOc2ccccc2)cs1,0
CC(=O)N1N=C(c2ccc3c(c2)OCO3)C[C@H]1c1cccc(F)c1,0
C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@H](C(F)(F)F)CC2,0
C[C@H]1Cc2ccccc2N1CCNC(=O)c1c[nH]c2ccccc2c1=O,0
CN(C(=O)c1ccnc(N2CCCCC2)c1)c1ccccc1,0
O=C(Nc1ccncc1)N[C@H]1CCS(=O)(=O)C1,0
CCNC(=O)c1ccc2c(c1)n(Cc1ccccc1)c(=O)c1ccnn12,0
O=C(Cn1ncc(Cl)c(Cl)c1=O)NCCC1=CCCCC1,0
COc1cnc([C@@H]2CCCN2Cc2cn(C(C)(C)C)nn2)[nH]c1=O,0
COCCCn1cnc2sc(C(=O)Nc3ccc(C(N)=O)cc3)c(C)c2c1=O,0
Cc1nc(C)n([C@H]2CCCN(C(=O)CCc3ccccc3C)C2)n1,0
CN(CC#N)S(=O)(=O)c1ccc(SC(F)(F)F)cc1,0
CCNC(=O)C1CCN(c2nc3ncn(CC(=O)Nc4ccc5c(c4)OCCO5)c(=O)c3s2)CC1,0
CO[C@@](C)(CNC(=O)c1ccc(=O)[nH]n1)C1CC1,0
O=C(N[C@H](c1ccccc1)C1CCC1)N1CCN(c2cccc(O)c2)CC1,0
CC1CCCN(c2nn3c(=O)c(C(=O)N4CCC5(CC4)OCCO5)cnc3s2)C1,0
Cc1noc(C)c1CN1CCC[C@H]1c1cccs1,0
CC(=O)c1ccccc1OCCN1C(=O)c2ccccc2S1(=O)=O,0
O=C(c1ccc(C(F)(F)F)nc1)N1CC[C@H](CC2CC2)C1,0
Cc1ccc2c(c1)OCCN2C(=O)c1ccc(-n2ccnc2)cc1,0
CCC[C@]1(CO)CCN(Cc2csc(CCC(C)C)n2)C1,0
Cc1[nH]c2ccnn2c(=O)c1CC(=O)N[C@@H]1CCCc2ccc(F)cc21,0
CC(C)(CCCNC(=O)c1cc(Cl)ccn1)C1OCCO1,0
CN(CC#N)C(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,0
Cl.O=C1Nc2ccccc2C2(CCN(CCc3ccc(C(F)(F)F)cc3)CC2)O1,0
CCc1cc2c(SCC(=O)c3ccc(Cl)s3)ncnc2s1,0
CCN1CCC[C@@H]1CNC(=O)c1sc(-c2ncccn2)nc1C,0
Cc1ccc2nc3c(cc(C(=O)NCc4ccccc4)n3C)c(=O)n2c1,0
CN(CC1(CO)CC1)C(=O)C[C@@H]1C(=O)Nc2ccccc21,0
CCCN1CCN([C@@H](C)CCCN(C(=O)c2cscn2)C2CC2)CC1,0
CCCCS(=O)(=O)Nc1ccc(C(=O)N[C@H]2CCOc3ccccc32)cc1,0
Cc1cc(C)cc(NC(=O)N2CCN(c3cnn4c(C)nnc4c3)CC2)c1,0
CCc1ccc(NC(=O)c2cn(CC(N)=O)c3nc(C)ccc3c2=O)cc1,0
C[C@](O)(CC(=O)Nc1cccc(-c2cn[nH]c2)c1)c1ccccc1,0
CC(C)C1(C(=O)N[C@@H]2CC(=O)N(C)[C@H]2c2ccnn2C)COC1,0
Brc1ccc(CN2CCC[C@@H]2Cn2cncn2)s1,0
COc1cccc(C(=O)N2CCN(C(=O)CSc3ccccn3)CC2)c1,0
Cc1ccc(C(CNC(=O)c2cc(C)n(C)c2C)N(C)C)cc1,0
O=C(NCCS(=O)(=O)c1ccc(C(F)(F)F)cn1)c1ccc(Cl)cc1,0
O=c1[nH]c(=O)c2cn[nH]c2[nH]1,0
C#Cc1cccc(NC(=O)CN(C)c2ncc(Cl)cn2)c1,0
O=C(Nc1ccc(-c2nc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)no2)cc1)c1ccco1,0
O=C(Nc1cccc(OCCn2ccnc2)c1)[C@@H]1COc2ccccc2O1,0
Cc1cnc(CN2C[C@@H]3CCS(=O)(=O)[C@@H]3C2)cn1,0
CC(C)(O)CCc1cccc(C(=O)N2CCC(O)(c3ccc(F)cc3)CC2)c1,0
COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,0
COc1ccc(C(=O)Nc2ccccc2C(C)=O)cc1OC,0
CN(Cc1ccco1)C(=O)c1cccc(S(=O)(=O)N2CCN(Cc3ccccc3)CC2)c1,0
CSc1ccc(CNC(=O)CC2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)cc1,0
CN(Cc1ccc(Cl)s1)[C@H]1CCCN(c2cccnn2)C1,0
C[C@H]1CCCCN1Cc1ccccc1CNC(=O)Cn1ccc(=O)[nH]c1=O,0
Cc1noc(C)c1CCC(=O)N1CCC2(CC1)CC(C(=O)N1CCN(C)CC1)N(C)C2,0
CN(Cc1nc2ccccc2c(=O)[nH]1)Cc1ccccc1Br,0
COc1ccc(C2N=C(N)Nc3nc4ccccc4n32)cc1OC,0
COc1ccc(S(=O)(=O)N[C@@H](C)c2ccc(-n3ccnc3)cc2)cc1NC(C)=O,0
C[C@H](NCCN(C)Cc1ccccc1)c1cn(C2COC2)nn1,0
O=C(NCCNC(=O)c1ccc2c(c1)COCO2)c1ccccc1,0
N#Cc1c(F)cccc1N1CCC(CS(N)(=O)=O)CC1,0
Cc1cc(NC(=O)c2cnn(-c3ccccc3)n2)cc(N2CCN(C)CC2)c1,0
COc1ccc(NC(=O)c2ccncc2)cc1-n1nnnc1C1CC1,0
Cc1ccc(-n2ncc3c(=O)n(CC(=O)NCc4ccco4)cnc32)cc1,0
COc1c(C)[nH]cc(CN(C)[C@@H](C)c2cccc(C)c2)c1=O,0
CCOc1ccccc1OCCCn1c(CCO)nc2ccccc21,0
O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1,0
Clc1cccc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,0
Cc1cc(NC(=O)CN2CCN(C(=O)c3ccco3)CC2)n(-c2ccccc2)n1,0
O=C(CCNC(=O)[C@@H]1COCCN1CC1CCC1)Nc1ccccc1,0
C[C@@H](C(=O)Nc1ccccc1)N(C)Cc1ccc2c(c1)OCCO2,0
Cc1nc(-c2cccc(NC(=O)CN[C@H]3CCC(=O)NC34CCC4)c2)cs1,0
CNC(=O)NC(=O)COc1ccc(Br)cc1Cl,0
C[C@H]1CCCN1S(=O)(=O)N(C)c1ccc(O)cc1,0
CC(C)CCC1CCN(C(=O)c2coc(CS(C)(=O)=O)n2)CC1,0
CC(C)C(=O)Nc1ccc(NC(=O)Cn2ccc(=O)[nH]c2=O)cc1,0
C[C@H](Sc1n[nH]c(=O)n1Cc1ccccc1)c1nc(-c2cccnc2)no1,0
Cc1ccccc1NCCC(=O)N[C@@]1(C)CCS(=O)(=O)C1,0
COc1ccc(C(=O)Nc2ccc(-n3cnnn3)cc2)cc1S(=O)(=O)N1CCCC1,0
CCOc1ccc(C(=O)N(C)[C@@]2(C)CCS(=O)(=O)C2)cc1,0
Cc1cc(CCNC(=O)[C@H]2CC(=O)N(c3cnn(C)c3)C2)nn1C,0
O=C(Nc1ccccc1OCCn1ccnc1)N1Cc2ccccc2C1,0
O=C(Cn1c(=O)cnc2ccccc21)c1ccc2c(c1)OCO2,0
O=S(=O)(c1ccccc1F)N1CCC(CCc2noc(C3CCOCC3)n2)C1,0
COc1ccc(-c2ocnc2C(=O)N2CCC3(CC2)CCC3(C)O)cc1OC,0
Cc1nc(NC(=O)N[C@@H](C)c2cnn(C)c2)sc1C,0
Cc1cc(C)c2c(O)c(C(=O)NCCN3CCOCC3)cnc2c1,0
Cc1cc(CN2CCN(C(=O)[C@H](C)n3nc(C)cc3C)CC2)on1,0
CCCc1noc(CCC(=O)N2CCC[C@H](c3nc(C)cs3)C2)n1,0
CC(=O)Nc1ccc(NC(=O)Cn2ccn3nc(-c4ccc(F)cc4)c(CO)c3c2=O)cc1,0
CCn1cc(C(=O)N2CCN(S(=O)(=O)c3cccc(F)c3)CC2)c(=O)c2ccc(C)nc21,0
Cc1[nH]c(=O)[nH]c1C(=O)N1Cc2sccc2CC1(C)C,0
CC(C)N(C(C)C)S(=O)(=O)c1ccc(N2CCc3ccccc32)nc1,0
COCCOCC(=O)Nc1cccc(NC(=O)c2cccc(C)c2)c1C,0
O=C(C1CCCC1)N1CCC[C@H]1c1ccc[nH]1,0
COc1cc(NC(=O)Cn2c(C)nc3c(-c4ccncc4)nsc3c2=O)cc(OC)c1,0
