Id,smiles,sol_category
EOS71024,COc1cccc(C(=O)N2CCCC[C@H]2c2nc(C)cs2)c1OC,0
EOS27420,CCSc1nc2c(c(=O)[nH]1)C(C(=O)Nc1ccc(F)cc1)CC(=O)N2,2
EOS58710,Cn1ccc(C(=O)NS(=O)(=O)C[C@H]2CCCCO2)c1,2
EOS74927,O=C(Nc1ccc2c(c1)OCO2)c1cc(Cl)c2c(c1)OCCCO2,2
EOS73647,Cc1n[nH]c2ncc(Br)cc12,2
EOS69224,CC(C)NC(=O)CCNC(=O)Nc1cnn(C[C@H]2CCCO2)c1,2
EOS98223,O=c1ccc(N2CCCN(S(=O)(=O)c3ccccc3)CC2)nn1-c1ccccc1,2
EOS15415,CC(C)c1cc(C(=O)Nc2cccc(C#N)c2)nn1C1CCS(=O)(=O)C1,2
EOS80445,Cc1oc2nc[nH]c(=O)c2c1C(=O)N[C@@H](C)CC1CC1,2
EOS75818,Cc1nsc(N2CCCN(C(=O)[C@H](C)n3cnc4c(N)ncnc43)CC2)n1,2
EOS13190,CC(NC(=O)c1sc2ncccc2c1N)c1ccccc1,2
EOS15372,Cc1ccc(C(=O)CN2C(=O)c3ccccc3OC(C)C2=O)cc1,2
EOS90669,Cc1cccc2c1O[C@H](C(=O)Nc1ccnn1C1CCC1)C2,2
EOS97063,CCN(Cc1ccc2c(c1)OCO2)C(=O)CNC(=O)c1ccc(F)cc1,2
EOS57372,Cc1ccccc1-n1cc(C(=O)Nc2ccc(-n3ncn(C)c3=O)cc2)cn1,2
EOS69988,COCCNC(=O)CNc1ncnc2sc3c(c12)CC[C@H](C)C3,2
EOS74504,O=S1(=O)CC[C@H](CN2CCCC3(CCCCC3)CC2)C1,0
EOS59764,C[C@H]1CN(Cc2nc(-c3cccc(C(F)(F)F)c3)no2)CCO1,2
EOS16661,Cc1c(F)cccc1NC(=O)N1CCC(O)(Cn2cc(C(=O)NC3CCCC3)nn2)CC1,2
EOS25008,CCn1c(=O)c(N2CCN(C(=O)COc3ccc(OC)cc3)CC2)c(C)n(-c2ccccc2)c1=O,2
EOS26466,CC(=O)c1cccc(NC(=O)C2CCN(C(=O)c3cc(-c4ccccn4)[nH]n3)CC2)c1,2
EOS42842,O=C(c1ccc(Cl)cc1)c1cncnc1,2
EOS40923,Cc1cc(C)n(Cc2ccc(C(=O)N[C@H]3CCCN(C)C3)cc2)n1,2
EOS40453,Cc1noc([C@H]2CCCN(C(=O)c3c(C)noc3C)C2)n1,2
EOS46843,O=C(CSc1nc2ccccc2[nH]1)Nc1cccc(F)c1,2
EOS13983,O=C(Nc1ccccc1)N(Cc1ccccc1)Cc1ccco1,2
EOS31630,CCn1cc(C(=O)N2CCC(Cn3c(C)cnc3-c3cccnc3)CC2)cn1,2
EOS62865,COc1cccc2c1OC[C@@H](NC(=O)Nc1cnn(C(C)(C)C)c1)C2,2
EOS38132,CCCC[C@H](NC1=NS(=O)(=O)c2ccccc21)C(=O)N(C)OC,2
EOS80,COc1cc2c(cc1OC)CC(=O)N(CC(=O)N1CCN(c3ccccc3)CC1)C=C2,2
EOS66317,NC(=O)[C@H]1CCCN(C(=O)CCCc2ccc(Cl)cc2)C1,2
EOS91721,C[C@@H](CC#N)N1CCN(c2nnnn2-c2ccccc2)CC1,2
EOS49374,O=C(c1ccc2cncn2c1)N1CCOC[C@@H]1CC1CCC1,2
EOS45484,Cc1cn2c(n1)CC[C@H](NC(=O)CCn1nc(C)cc1C)C2,2
EOS62675,Cc1nccc(C(=O)N2CCC[C@H](n3ccnc3C(C)C)C2)n1,2
EOS69232,O=C(CNC(=O)N[C@H]1c2ccccc2C[C@H]1O)NCC1CC1,2
EOS69185,COc1ccc2c(c1)CCN2C(=O)[C@H](C)Oc1cccnc1,2
EOS86806,Cc1noc(COC2CN(C(=O)N[C@@H]3C[C@H]3c3cnn(-c4ccccc4)c3)C2)n1,2
EOS25274,COc1ccc(NS(=O)(=O)c2ccc3c(c2)oc(=O)n3Cc2noc(C)n2)cc1Cl,2
EOS19811,COc1ccc(CCNC(=O)Cn2nc3c(Oc4ccc(C)cc4)nccn3c2=O)cc1OC,2
EOS29637,O=C(NCc1ccc2c(c1)OCO2)c1cn(-c2cc(N3CCCC3)ncn2)cn1,2
EOS25642,Cc1[nH]c(C)c(S(=O)(=O)N(C)Cc2ccccc2)c1C(=O)N1CCCC1,2
EOS48514,CCOc1ccccc1N1CCN(C(=O)[C@@H]2CSCN2)CC1,2
EOS67088,Cc1cncc(CN2CCC(S(N)(=O)=O)CC2)c1,2
EOS68250,O=C(NCCc1nnc2ccccn12)c1ccccc1Br,2
EOS95002,CN(C)c1nc2cc(N[C@@H](C(=O)N3CCCC3)c3ccccc3)ccc2o1,2
EOS18823,COc1ccc(N(C)C(=O)c2ccc3c(=O)n4c(nc3c2)CCCCC4)cc1,2
EOS5862,COc1ccnc(C(=O)N2CCCN(C(=O)C(O)Cc3ccccc3)CC2)c1,2
EOS1122,CC1Cc2ccccc2N1S(=O)(=O)c1ccc2c(c1)c(=O)n(CC(=O)N1CCCC1)c(=O)n2C,2
EOS70476,Cc1ccccc1CN1CCC(NC(=O)N2CCC([C@H](C)O)CC2)CC1,2
EOS56259,CCn1c(SC)nc2cc(S(N)(=O)=O)ccc21,2
EOS89125,O[C@H](CNCc1ncccn1)c1ccc(C(F)(F)F)cc1,2
EOS33271,Cc1nc(C)c(C(=O)N2CCCC(N(CCCN3CCCC3)C(=O)C(C)C)C2)s1,2
EOS84148,CC(C)Oc1cncc(C(=O)NC2(c3ccccc3)COC2)c1,2
EOS53608,CN(C)C(=O)CN(C)c1ccc(S(C)(=O)=O)cc1S(C)(=O)=O,2
EOS8293,CO[C@H]1CN(C(C)C)C[C@@H]1NC(=O)Nc1cc(C)c(F)cc1Cl,2
EOS55073,C[C@](O)(CC(=O)Nc1cccc(-c2cn[nH]c2)c1)c1ccccc1,0
EOS55466,CC(C)CN(C(=O)COc1ccc(C(N)=O)cc1)C1CCCCC1,2
EOS93440,CCOc1ccc(CN[C@H]2CCCC23OCCO3)cc1,2
EOS21775,O=C(C1CC(c2ccccc2F)=NO1)N1CCCCCC1,2
EOS65600,O=C(Nc1cccc(-c2nnco2)c1)Nc1cnn(CCO)c1,2
EOS33369,CCn1nc(CN2CCC(NC(=O)CCc3ccccc3)CC2)c2c1CCOC2,2
EOS47625,O=C(Nc1nccs1)[C@@H]1CCCN1C(=O)c1cccc2oc(=O)[nH]c12,2
EOS101481,C[C@@H](Oc1cc(NS(=O)(=O)N2CCC2)nc(SCc2cccc(F)c2F)n1)[C@@H](O)CO,2
EOS93707,O=C(Nc1ccnc2ccnn12)c1ccc2ccccc2c1,2
EOS69487,CCc1nc([C@@H]2CCCN2C(=O)c2cc(OC)ccc2OC)no1,1
EOS20769,C[C@H](NC(=O)N1CCN(c2nsc3ccccc23)CC1)C(=O)Nc1cnn(C)c1,2
EOS15872,O=c1cc(N2CCN(c3ccccc3)CC2)[nH]c(=O)n1Cc1ccc(F)cc1,1
EOS11491,CCOc1ccc(N(CC(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)S(C)(=O)=O)cc1,2
EOS65225,CCN(C(=O)c1cc(Br)ccc1F)c1nc(C)cs1,2
EOS98060,O=C(NCCCN1CCOCC1)c1cccc(S(=O)(=O)N2CCOCC2)c1,2
EOS52757,NC(=O)CN1c2ccccc2N(CC(N)=O)S1(=O)=O,2
EOS89492,O=C(c1cnns1)N1CCC[C@H](n2cncn2)C1,2
EOS100349,CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1OC(=O)CCC.[Na+],1
EOS47282,C[C@@H](CNC(=O)N(C)Cc1cccn1C)c1ccc(F)cc1F,2
EOS101073,CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N1CCN(C(=O)[C@H](CO)NS(=O)(=O)c2ccc(Cl)cc2Cl)CC1,0
EOS51853,O=C(Nc1cc(C2CC2)ccn1)[C@H]1CCc2[nH]nnc2C1,2
EOS43065,CCCN(CC(=O)N(c1ccccc1)C(C)C)S(=O)(=O)c1ccc(C(C)=O)cc1,2
EOS80816,Cc1cc([C@@H]2CCCN2C(=O)Cc2csc(NC(=O)C(C)C)n2)no1,2
EOS52453,CC(=O)N1CCN(C(=O)NC[C@H]2Cc3ccccc3O2)CC1,2
EOS42439,Cc1ccn2cnnc2c1NS(=O)(=O)c1ccc2c(c1)C[C@H](C)O2,2
EOS23025,COc1ccc(-c2nc3n(c2C(=O)NCC(C)C)CCS3(=O)=O)cc1,2
EOS49488,O=C(Cc1ccc2c(c1)OCCO2)N(Cc1ccc(F)cc1)C1CC1,2
EOS30924,O=C1CS(=O)C2(CCN(S(=O)(=O)Cc3ccccc3)CC2)N1CC1CC1,2
EOS85873,CC(C)Oc1ccc(S(=O)(=O)N(C)c2ccn(C)n2)cn1,2
EOS46182,C#CCN1CCN(C(=O)CNc2ccccc2-n2cccn2)CC1,2
EOS24429,CCc1ccc(-c2ccc(=O)[nH]n2)cc1S(=O)(=O)N1CCN(CC)CC1,2
EOS80617,COc1ccc(NC(=O)N[C@H]2CCCN(S(C)(=O)=O)C2)cc1C,2
EOS91075,O=c1[nH]nc([C@H]2CCCN(c3ncnc4ccc(F)cc34)C2)o1,2
EOS64209,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN(C)Cc2nc3ccccc3c(=O)[nH]2)cc1,2
EOS67156,C[C@H]1CN(C(=O)c2c[nH]nc2-c2cccnc2)CC2(CCC2)O1,2
EOS12703,CCOc1ccc(S(=O)(=O)Nc2ccc(N(C)C(C)=O)cc2)cc1,0
EOS76522,Cc1cnn(-c2ccc(C(N)=O)cc2NC(=O)c2cncc(F)c2)c1,2
EOS74992,O=C(NCCN1CCc2ccccc2C1=O)c1cc2ccccn2c1,2
EOS62184,CC1(C)C(CNC(=O)CC[C@@H]2NC(=O)NC2=O)C1(C)C,2
EOS22295,Cc1ccc(-c2nc3nc(C)cc(N4CCN(CCO)CC4)n3n2)cc1,0
EOS56090,Cc1cc(C)cc(C(=O)N(CC#N)C2CC2)c1,2
EOS78005,C[C@H](O)CN1CCC(CNCc2ccc(S(C)(=O)=O)cc2)CC1,2
EOS16125,COc1cccc(-n2c(N3CCC(C(=O)NC4CC4)CC3)nc3ccsc3c2=O)c1,2
EOS48662,Cc1cnccc1NC(=O)N1CC[C@H](CN2CCCCC2)C1,0
EOS45215,CCCc1nnc(S[C@@H](C)C(=O)N2CCCc3ccccc32)[nH]1,2
EOS21223,CCOc1cc(S(=O)(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)ccc1F,1
EOS10952,COC[C@@H]1[C@@H](NC(=O)c2ccc(N3CCCC3=O)cc2)[C@@H]2CCO[C@@H]21,2
EOS1089,COc1cc(Cl)ccc1C(=O)Nc1cc2c(cc1S(=O)(=O)C(C)C)n(C)c(=O)n2C,2
EOS55638,COc1ccccc1N(C)S(=O)(=O)c1ccc(C)c(C(=O)N2CCOC[C@H]2C#N)c1,2
EOS51186,Cc1noc([C@H]2C[C@H](O)CN2C(=O)[C@@H]2C[C@]23CCOc2ccccc23)n1,2
EOS53309,O=C([C@@H]1SCCc2ccccc21)N1CCc2cnccc21,2
EOS1755,CCOc1ccc(C(=O)N2CCN(S(=O)(=O)c3cc4c(cc3C)NC(=O)CO4)CC2)cc1,2
EOS39054,CC[C@@H](C(=O)NCc1ccccc1)n1nc(-c2ccco2)oc1=O,2
EOS24126,Cc1cc(C)c2c(n1)SCCN2C(=O)Nc1cccc(C(=O)NCCN2CCOCC2)c1,2
EOS78685,COc1ccc(S(=O)(=O)Nc2cccc(NC(=O)c3ccco3)c2)cc1,2
EOS13738,Cc1cccc2c(O)nc(-c3ccccc3)nc12,2
EOS81668,O=c1onc(-c2ccccc2)n1Cc1nc2ccccc2o1,2
EOS77965,CCCn1nccc1NC(=O)N1CCN(C)C[C@@H]1C,2
EOS40805,CO[C@@H]1C[C@@H](c2ncn[nH]2)N(Cc2ccc(F)cc2Cl)C1,2
EOS91189,Cc1ncc(CN(C)Cn2nnn(-c3cccs3)c2=O)s1,2
EOS21365,CCC(=O)N1CCc2cc(Br)c(S(=O)(=O)NCCC(C)C)cc21,2
EOS91817,Cc1cc(C(=O)N2CCOC[C@@H]2CC2CC2)n2nc(C)cc2n1,2
EOS8949,CCCn1cnnc1CN(C)C(=O)c1n[nH]nc1C,2
EOS40855,C[C@@H](C(=O)N1CCCCCC1)S(=O)(=O)Cc1ccccc1C(F)(F)F,2
EOS1298,COc1ccc(-c2cc3n(n2)CCCN(C(=O)C2CCCN(S(=O)(=O)N4CCCC4)C2)C3)cc1,2
EOS91759,Cc1nn(C)c(C)c1S(=O)(=O)NC[C@H]1CC(C(F)(F)F)=NO1,2
EOS51936,CCc1ncc(C(=O)N2CCCC[C@@H]2Cn2cccn2)s1,2
EOS21193,CCCn1c(-c2ccc(F)cc2)cn2c3c(=O)n(C)c(=O)n(C)c3nc12,2
EOS85083,CCC(=O)N1CC[C@H](NC(=O)NCc2ccc(C(C)(C)C)cc2)C1,0
EOS100432,NC(=O)c1cnc(NCCc2ccc(O)c(Cl)c2)nc1NCc1ccccc1,2
EOS5756,CO[C@H]1COC[C@@H]1NC(=O)c1ccc(-n2nc(C)c3ccccc3c2=O)cc1,2
EOS86027,O=C(Nc1cc(F)ccc1N1CCCCC1)N1CCC[C@H](O)C1,2
EOS7098,CC(C)CN1CC(C(=O)Nc2ccccc2NC(=O)CN(C)C)CC1=O,2
EOS15008,Cn1c(=O)c2c(nc3n(-c4ccccc4)c(-c4ccco4)cn23)n(C)c1=O,2
EOS30487,COCCOC1CCN(C(=O)c2ccccc2F)C1,2
EOS76243,Cc1nc(-c2ccncc2)[nH]c(=O)c1CCC(=O)NCCC(C)(C)C,2
EOS32652,CCN(CCNC(=O)[C@@H]1CC(F)(F)CN1C1CN(C(=O)COC)C1)Cc1ccccc1,2
EOS81179,CNC(=O)NC(=O)[C@H](C)Sc1nnc(Nc2ccccc2)s1,2
EOS22404,CCn1c(CN2CCN(C(C)=O)CC2)nc2cc(NC(=O)c3cccs3)ccc21,2
EOS44549,CN1CCCN(C(=O)c2cc(O)nc3ccccc23)c2cc(F)ccc21,2
EOS78451,COCCNC(=O)N1CCCC[C@H]1c1nc2ccccc2s1,2
EOS69486,Cc1cc(C(=O)N(C)C[C@@H](c2cccs2)N2CCOCC2)n(C)n1,2
EOS52994,COc1ccccc1[C@H](CNCc1c(C)nn(C)c1N(C)C)N(C)C,2
EOS39902,O=C(Nc1cnccc1Oc1ccccc1)c1cncc(F)c1,2
EOS63936,O=C(Cc1ccc2c(c1)OCO2)N1CCOc2ccncc21,2
EOS79370,COc1cc(Cl)ccc1C(=O)N1CCC[C@H](n2nc(C)nc2C)C1,2
EOS24659,CCCCNC(=O)c1ccc2c(c1)nc(C)c(=O)n2C,2
EOS55445,Cn1nc(-c2cc(F)cc(F)c2)cc1N,2
EOS91865,COC1(C(=O)N(C)C[C@@H]2C[C@H](F)CN2c2nnc(C)o2)CCOCC1,2
EOS84770,C[C@H]1CCCN(C(=O)Nc2ccc(-n3cccn3)nc2)C1,2
EOS59425,CC[C@H](O)CN1CCN(C(=O)c2csc(S(N)(=O)=O)c2)CC1,1
EOS80959,CN(C(=O)c1ccn(C)c(=O)c1)C(c1ccccc1)c1ccccc1,2
EOS81364,CN(Cc1cccc(C#N)c1)C(=O)C1=NN(c2ccccc2)C(=O)CN1,2
EOS36544,COc1ccc(CN2C(=O)Cc3ccccc32)cc1,2
EOS100012,C[C@@H](Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl,2
EOS61766,O=S(=O)(C[C@H]1CCOC1)N1CCCN(c2ccc(F)c(F)c2)CC1,2
EOS76375,CCN(CC)Cc1ccc(C(=O)N2CCC[C@H]2c2cnn(C)c2)o1,2
EOS27289,CCc1cc(C2CCCN2C(=O)c2cc(C)on2)on1,2
EOS26268,CCS(=O)(=O)N1CCCc2cc(NS(=O)(=O)c3ccc(OC)cc3)ccc21,2
EOS82929,CC(=O)c1c(C)cccc1NS(=O)(=O)CCCC(F)(F)F,2
EOS58958,Cc1n[nH]c(C)c1[C@@H]1COCCN1C(=O)Cc1ccc(F)cc1,2
EOS13471,O=C1CCC(CCC(=O)N2CCCC(OCc3ccccc3)C2)(Cc2cccs2)N1,2
EOS2434,Cc1cccc(N(C(C)C(=O)NC2CC2)S(C)(=O)=O)c1,2
EOS80609,Cc1cc(CN(CC(N)=O)CC(C)C)on1,2
EOS90159,C[C@H]1COCCN1C(=O)C1CCN(c2ccc(Cl)cn2)CC1,2
EOS26054,Cc1ccc(C)c(NC(=O)C2CCCN(S(=O)(=O)c3cn(C)cn3)C2)c1,2
EOS27212,COc1cc(-c2ccno2)ccc1S(=O)(=O)Nc1cccc(C(C)=O)c1,2
EOS87480,NC(=O)c1ccc(NC(=O)NC2CCN(CCc3ccccc3)CC2)cc1F,2
EOS13638,Cc1nc(C)c2c(=O)cc(-c3ccccc3)[nH]c2n1,2
EOS80737,CN1CCN(C(=O)c2cc(O)nc3ccccc23)c2nc3ccccc3nc21,2
EOS66507,Cc1c(NC(=O)N2CCC[C@H](O)C2)cccc1OCC(F)(F)F,2
EOS88933,CNC[C@H]1CCCN1S(=O)(=O)c1ccc(Cl)cc1C,2
EOS40485,COCCNc1nc(-c2ccc(CCNS(C)(=O)=O)cc2)cs1,2
EOS12218,Cc1ccc(C)c(NC(=O)CN2CCCCC2C)c1,2
EOS66527,Cc1cccc(C[S@@](=O)CC(=O)Nc2ccc(F)cc2F)c1,2
EOS30511,O=C(Nc1cccc(F)c1)N1CCC(Cc2nncn2CC2CC2)CC1,2
EOS67608,N#Cc1ccccc1NC(=O)Cn1nnn(-c2ccccc2)c1=O,2
EOS30085,CCNC(=O)N1CCC(Cc2noc(-c3ccc(OC)cc3)n2)C1,2
EOS33641,Cc1ccc(-c2nccn3cc(C(=O)N4CCN(c5ncccn5)CC4)nc23)cc1,2
EOS7184,CSCC[C@H](N)C(=O)Nc1cc(NC(=O)C2CCCC2)ccc1C.Cl,2
EOS65197,N#Cc1cn(C2CC2)c(=O)n(CC(=O)NC[C@H]2CCN(CC(F)(F)F)C2)c1=O,2
EOS56006,COc1ccc(C(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2O)cc1OCc1ccncc1,2
EOS24822,Cc1ccc(C(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)NC(=O)C(C)O4)CC2)s1,2
EOS1513,CCS(=O)(=O)N1CCOC[C@H]2CN(C(=O)C3(c4ccc(OC)cc4)CC3)CC[C@H]21,2
EOS46133,COc1ccccc1C1(CNC(=O)N2CCNC(=O)[C@@H]2C)CC1,2
EOS40143,CNC(=O)c1ccc(CN(C)C(=O)[C@@H]2CCCO2)cc1,2
EOS944,CCn1nnc2c(NCc3ccccc3OC)ncnc21,2
EOS39430,Cc1ccnc(N)c1C(=O)c1ccccc1F,2
EOS25563,CC1CCN(c2nn3c(=O)c(C(=O)NCc4ccccn4)cnc3s2)CC1,2
EOS15711,COCCn1cnc2c1CCNC21CCNCC1.Cl.Cl,2
EOS22074,O=C(CC1CCCN(c2cn[nH]c(=O)c2)C1)Nc1cccc(F)c1,2
EOS92697,CC(C)c1ccc(NC(=O)CN2C(=O)N(C)C3(CCCCC3)C2=O)cc1,2
EOS71139,CCN1CCC(NC(=O)N2CCC[C@H]2C(=O)N=S(C)(C)=O)CC1,2
EOS88312,COc1cc(CCC(=O)N2CCC[C@H]2c2cccnc2)cc(OC)c1,2
EOS96634,Cc1ccc(S(=O)(=O)NC(=O)c2c(O)c3ccccc3oc2=O)cc1,2
EOS36144,OCc1c2c(nc3ccc(Cl)cc13)CCC2,2
EOS73751,CNC(=O)c1ccc(C(=O)Nc2ccc(-c3cnc(C)o3)cc2)cn1,1
EOS77062,CCS(=O)(=O)N1CCN(C(=O)[C@@H]2COc3ccccc3O2)CC1,2
EOS28024,CC(C)CCn1c(=O)c2sccc2n2c(=O)n(CC(=O)NC(C)C)nc12,2
EOS78113,COCc1nc(CN2CCO[C@@H](CNc3cccnn3)C2)cs1,2
EOS75210,CCN(CC(=O)NC[C@@H]1CC=CCC1)C1CC1,1
EOS100371,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O,2
EOS48931,CC(C)C(=O)N1CCC[C@H]1C(=O)Nc1ccc(N2CCN(C)CC2)nc1,2
EOS830,COc1cccc(NC(=O)N2CCn3cccc3C2C(C)C)c1,2
EOS448,O=C(NCCN1CCOCC1)c1nnc(Cc2ccc3c(c2)OCO3)o1,2
EOS10080,CC(NC(=O)c1cccc2cc[nH]c12)c1nc(-c2ccccn2)no1,2
EOS49978,CCc1c(NC(=O)N(CCO)CC(F)F)cnn1-c1ccccc1,1
EOS83624,CC[C@@H](C(=O)NCC1CCN(Cc2cccs2)CC1)N1CCCC1=O,2
EOS38539,COCc1cc(C(=O)N2CCC[C@H](n3cncn3)C2)c(C)o1,2
EOS47488,Cn1cnc2c1c(=O)n(CCCN1CCc3ccccc31)c(=O)n2C,0
EOS73127,Cc1nc2ccccn2c1CNC(=O)NC[C@H]1CC12CCOCC2,2
EOS59503,Cc1noc(C)c1S(=O)(=O)N(C)CC(=O)Nc1ccc(Br)cc1,2
EOS76778,O=C(NC1CCN(C[C@H]2CCOC2)CC1)c1cc(Br)ccc1F,2
EOS66991,CN(C)S(=O)(=O)c1ccc(C(=O)N2CC(n3cncn3)C2)cc1,2
EOS47116,CC(=O)c1cccc(S(=O)(=O)N2CCC(C(=O)N3CCC[C@H]3c3cccs3)CC2)c1,2
EOS54172,CCN(CC)S(=O)(=O)c1ccc(=O)n(CC(=O)N[C@H](c2ccc(Cl)cc2)c2nccn2C)c1,2
EOS46419,CC(=O)NCCCNC(=O)c1cc2c(C)nn(-c3ccccc3)c2s1,2
EOS21772,COc1ccccc1C1=NOC(C(=O)NCc2cccs2)C1,2
EOS44112,COC1CCN([C@@H](C)c2nc(-c3ccc(C)c(F)c3)no2)CC1,2
EOS94359,O=C(c1ccn(-c2ccc(F)cc2)n1)N1CCC[C@H](n2ccnc2)C1,2
EOS72351,CN(Cc1cc(F)cc2c1OCOC2)C[C@H]1CCn2ccnc2C1,2
EOS24523,Cc1nn(CC(=O)NCc2ccc(OC(C)C)cc2)c(=O)c2noc(C)c12,0
EOS67527,CCN(C)C(=O)c1cccc(NC(=O)N2CCC[C@@](O)(CC(=O)N(C)C)C2)c1,2
EOS57568,CCN(C)C[C@H]1CCN(C(=O)NCc2cccc(C(F)(F)F)n2)C1,2
EOS61648,CS(=O)(=O)c1cc(C(=O)N[C@H]2[C@@H]3CNC[C@@H]32)c(Cl)cc1Cl,2
EOS86865,CN(C(=O)CCCC(=O)Nc1ccccc1C#N)[C@H]1CCOC1,2
EOS39867,CS(=O)(=O)CCN1CCC[C@H]1c1nc2ccccc2s1,2
EOS7127,CSc1nc(C(=O)N2CCCC2c2c(C)noc2C)cs1,2
EOS73966,CC[C@H]1CCCCN1CCNC(=O)c1cnc(C2CC2)nc1,2
EOS18870,NC(=O)C1CCCc2c1[nH]c1ccccc21,2
EOS59170,C[C@@H](CC(=O)NCCCCc1nccs1)NC(=O)c1ccccc1,2
EOS79604,C[C@H](NC(=O)Cc1ccc(N2CCCC2=O)cc1)c1ccc(-n2cncn2)cc1,2
EOS49796,O=C(c1cc(O)ccn1)N1CCC[C@H](Cn2cncn2)C1,2
EOS71046,Cc1nc([C@@H]2CN(CCOc3ccccc3)CCO2)no1,2
EOS65051,Cc1cc(F)c(S(=O)(=O)NC[C@H]2CCCNC2)cc1F.Cl,1
EOS46915,O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1)C1CCCCC1,2
EOS74681,C[C@@H](C1CC1)N(C)S(=O)(=O)NCCCOc1ncccn1,2
EOS28873,CCNS(=O)(=O)c1cc(-c2nc(C)c(C(=O)N3CCCCC3)s2)n(C)c1,2
EOS101578,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,2
EOS60864,O=C(CSc1nc2ccccc2o1)NC(=O)NC1CCCC1,2
EOS51864,C[C@H]1CCN(C)c2ccccc2N1C(=O)Cc1c[nH]c2ncccc12,2
EOS15910,CCn1nc(C)c(CCNC(=O)CN(c2ccccc2)S(=O)(=O)N(C)C)c1C,2
EOS8872,CN1CC2(CCN(C(=O)NCc3c[nH]nc3-c3ccccc3)C2)OCC1=O,2
EOS5300,CCc1cc(CN(C)C(=O)C(c2ccc(C)cc2)N(C)C)on1,2
