Id,smiles,sol_category_class_0,sol_category_class_1,sol_category_class_2
EOS100052,N#Cc1c(-c2cccs2)nc(SCc2cccc(CC(=O)O)c2)[nH]c1=O,0.03629842288792133,0.04845348075032234,0.9152480840682984
EOS100054,CCOC(=O)NCCCC(=O)NCCc1ccccc1,0.03498437106609344,0.0444159597158432,0.9205996751785278
EOS100058,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O,0.03803458847105503,0.047729652374982834,0.9142357587814331
EOS10006,CS(=O)(=O)NCCC(=O)NC1CCCN(C(=O)c2ccco2)C1,0.03374253213405609,0.04231552742421627,0.9239419460296631
EOS100064,CN(c1ccccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,0.03669146038591862,0.04774770140647888,0.9155608415603638
EOS100067,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1,0.03475470393896103,0.04406172856688499,0.9211835622787475
EOS100068,C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1.Cl,0.029170668125152587,0.03575556352734566,0.9350737929344177
EOS100070,CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO.Cl,0.034049855545163155,0.04463665559887886,0.9213135004043579
EOS100074,CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](O)CC4)c3)c2C1,0.03800312764942646,0.04772192016243935,0.9142749428749084
EOS100077,O=[N+]([O-])c1ccc(Sc2cccc[n+]2[O-])c2nonc12,0.03977195098996163,0.052867233753204346,0.9073607921600342
EOS100079,CN(CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1)C(=O)c1ccc(CN2CCC(C(N)=O)CC2)cc1,0.032498618215322496,0.04209097325801849,0.9254104256629944
EOS100081,O=C(O)c1c[nH]c2cc(Cl)c(-c3ccc(C4(O)CCC4)cc3)cc12,0.037333857268095016,0.04937514811754227,0.9132909774780273
EOS100082,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.02907865270972252,0.03519481010735035,0.9357265591621399
EOS10009,Cc1ccc(S(=O)(=O)CCC(=O)NCc2cccnc2N)cc1,0.03281016498804092,0.04299942329525948,0.9241904377937317
EOS100090,Cc1ccc2[nH]c(N)nc(=O)c2c1Sc1ccncc1.Cl.Cl,0.03635709322988987,0.049072377383708954,0.9145705223083496
EOS100092,O=C1CC[C@H](N2Cc3c(OCc4ccc(CN5CCOCC5)cc4)cccc3C2=O)C(=O)N1,0.03113498128950596,0.04076839201152325,0.9280966401100159
EOS100094,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4cccnc4)n3)cc2)c1,0.037034482881426814,0.049404848366975784,0.913560664653778
EOS100097,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)[C@@H](C)CC.O=C(O)C(F)(F)F,0.04134327694773674,0.049230560660362244,0.9094261765480042
EOS10010,O=C(NC1CCOC1)c1cccc(-c2cc(C(=O)N3CCCCC3)ccn2)c1,0.03288595788180828,0.04291013553738594,0.924203896522522
EOS100102,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,0.03482755087316036,0.04597886353731155,0.9191936135292054
EOS100107,CNC(=O)c1cc(Cl)cc(C)c1NC(=O)c1cc(Br)nn1-c1ncccc1Cl,0.0350829653441906,0.046964766830205916,0.9179522752761841
EOS10011,CN1C(=O)C2(CCCN(C(=O)CCc3nc(-c4ccco4)no3)C2)c2ccccc21,0.030374110862612724,0.04049650952219963,0.9291293740272522
EOS100115,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(-c2ccccc2)n1)[C@@H](C)O)B(O)O,0.03835771381855011,0.04859653413295746,0.9130457639694214
EOS100120,CN1CCC(S(=O)(=O)c2c(Cl)ccc(NC(=O)Nc3cccc(F)c3Cl)c2O)CC1,0.03558881469070911,0.04550444930791855,0.9189067006111145
EOS100123,CCCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,0.034204328432679176,0.04236548766493797,0.9234301686286926
EOS100127,O=C(O)c1ccc(N2C(=O)/C(=C\c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,0.040302799269557,0.05444843769073486,0.905248761177063
EOS100129,Cn1nc(-c2ccc(C(F)(F)F)cc2)nc2c(=O)n(C)c(=O)nc1-2,0.03780277334153652,0.049863634258508684,0.9123336195945739
EOS10013,COc1ccc(OC)c(-c2ccc(CSC)cn2)c1,0.034031064808368684,0.04553103893995285,0.9204378962516785
EOS100135,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,0.03645642213523388,0.04884888976812363,0.9146946668624878
EOS100140,CON(C)C(=O)N1N=C(c2cc(F)ccc2F)S[C@@]1(CCCN)c1ccccc1,0.03356457762420177,0.043921226263046266,0.9225141882896424
EOS100143,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+],0.036142461374402045,0.04749178439378739,0.9163657546043396
EOS100144,O=C(Nc1ccc(F)c(F)c1F)NC12CC3CC(CC(C3)C1)C2,0.03233409374952316,0.04084122516214848,0.9268247127532959
EOS100145,CCn1c(=O)c2cc(C(N)=O)c(N)nc2n(C2CC2)c1=O,0.03662306405603886,0.04785863012075424,0.915518295764923
EOS10015,CCCc1cc(CN(C)c2cc(C3CC(O)C3)ncn2)n[nH]1,0.02966051734983921,0.03886782824993133,0.9314716577529907
EOS100150,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,0.03820040114223957,0.05112235546112061,0.9106772541999817
EOS100156,C[C@]12CC[C@H]3[C@@H](CC(=O)[C@H]4C/C(=N/OCCN)CC[C@@]43C)[C@@H]1CCC2=O.Cl,0.03139665722846985,0.03818297795951366,0.9304203391075134
EOS100159,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,0.032779236882925035,0.04285164847970009,0.9243691325187683
EOS100160,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,0.032092000171542165,0.04119149148464203,0.9267165064811707
EOS100161,O=C(c1ccc(Cl)cc1)N(Cc1ccccc1)C1CCCCC1,0.03092244826257229,0.04048968851566315,0.9285878658294677
EOS100168,CC(=O)Oc1ccc2c(c1)Oc1cc(OC(C)=O)ccc1C21OC(=O)c2ccccc21,0.03606094159185887,0.048881933093070984,0.9150571584701538
EOS100173,CC(C)C(=O)c1cn(CC(=O)COc2ccc(Oc3ccccc3)cc2)c2ccc(C(=O)O)cc12,0.03774104602634907,0.05014150515198708,0.9121174693107605
EOS100177,Cl.Cl.N[C@H]1CC[C@H](N[C@@H]2C[C@H]2c2ccccc2)CC1,0.03327872231602669,0.04143115244805813,0.9252901434898376
EOS100178,Cl.O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCNC2,0.040600598230957984,0.052144938707351686,0.9072544693946838
EOS10018,O=C1CCC(C(=O)N2CCN(c3ccc(Cl)cn3)CC2)NC(=O)N1,0.03210601359605789,0.041416035592556,0.9264779686927795
EOS100184,COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c2=O)cc1O,0.03982804045081138,0.05165524557232857,0.9085166931152344
EOS100186,CC(C)CC(C)c1sccc1NC(=O)c1cn(C)nc1C(F)(F)F,0.03740847855806351,0.04753315150737762,0.9150583505630493
EOS10019,Cc1cccc2[nH]c(CCNC(=O)Cn3nccc3C3CCCNC3)nc12.Cl.Cl,0.0330313429236412,0.04313287287950516,0.9238358020782471
EOS100190,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O.CS(=O)(=O)O,0.03818396478891373,0.045264944061636926,0.9165511131286621
EOS100193,CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O.Cl,0.03782517835497856,0.047294435650110246,0.9148804068565368
EOS100197,CCCCc1ccc(O)cc1O,0.03879405260086059,0.04955827593803406,0.9116476893424987
EOS1002,O=C(c1ccc(N2CCCN(Cc3ccccc3)C2=O)cc1)N1CCC(O)CC1,0.031225640699267386,0.04100872203707695,0.9277656316757202
EOS10020,O=C(C1C=CCN1)N1CCC(c2nc3cc(F)ccc3[nH]2)CC1,0.032528049498796466,0.04217062443494797,0.9253013253211975
EOS100203,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,0.03648242391645908,0.04878523573279381,0.9147323250770569
EOS100205,CN1CCN([C@H]2CC[C@H](n3cc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1.Cl.Cl.Cl,0.03403699435293674,0.04441879168152809,0.9215441942214966
EOS100206,FC(F)(F)Oc1ccc(-c2ccc3nnc(C(F)(F)F)n3c2)cc1,0.04422566145658493,0.05649432092905045,0.8992800235748291
EOS100208,Cl.Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,0.036259882524609564,0.0472662903368473,0.9164738297462464
EOS100217,CC(=O)N1c2ccc(-c3ccc(C(=O)O)cc3)cc2[C@H](Nc2ccc(Cl)cc2)C[C@@H]1C,0.03599714189767837,0.0478255070745945,0.9161773443222045
EOS100224,N[C@H]1CC[C@H](Nc2cc(-c3cccc(NCc4cccc(F)c4)n3)c(Cl)cn2)CC1,0.03362475037574768,0.04369021132588387,0.9226850152015686
EOS100235,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,0.03735031373798847,0.04574030674993992,0.9169093608856201
EOS100238,CSCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,0.04062909819185734,0.05002104789018631,0.9093498349189758
EOS100241,Nc1ccc(-c2cnc(N)c(-c3ccc(Cl)cc3)c2)cn1,0.03619422279298305,0.04906734302639961,0.9147384405136109
EOS100252,COc1cc(C(=O)Nc2cc(OC(F)(F)F)ccc2-n2cncn2)ccc1OCC1CC1,0.0378796961158514,0.049334076792001726,0.9127862215042114
EOS100257,O=C(NO)c1cccc(C(=O)NCCc2ccccc2)c1,0.035959022119641304,0.04801385849714279,0.9160271167755127
EOS100272,Cc1cc(-n2c(=O)ccc3c[nH]c4nccc-4c32)ccc1F,0.03741065189242363,0.05064603760838508,0.9119432926177978
EOS100274,COc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)cc2)cc1,0.03942572362720966,0.052071698009967804,0.9085025668144227
EOS100283,OCC1=C[C@@H](O)[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12,0.03739049360156059,0.04579493254423141,0.9168145775794982
EOS100286,Cc1ccc(Oc2nc3cc(Cl)c(-c4ccc(-c5ccccc5)cc4)cc3[nH]2)cc1C(=O)O,0.03753612488508225,0.050912512093782426,0.9115513443946839
EOS100289,NC(=O)c1nc(-c2c(F)cccc2Cl)oc1Nc1ccc(C(=O)N2CCOCC2)cc1,0.03595222420990467,0.04755860790610313,0.9164891481399536
EOS100292,CCC(CC)C(c1ccc(Nc2nc3ccccc3s2)cc1)n1cncn1,0.03234681449830532,0.043313239514827725,0.9243399381637574
EOS100296,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,0.03510602675378323,0.04651278778910637,0.9183811902999878
EOS100297,CC(=O)O/N=C1C(=C2/C(=O)Nc3cc(Br)ccc32)/Nc2ccccc2/1,0.03790903277695179,0.05108518004417419,0.9110058069229126
EOS100301,CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12,0.03617610521614552,0.048778750002384186,0.915045154094696
EOS100303,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,0.03823919855058193,0.050538507848978044,0.9112222790718079
EOS100304,NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,0.035391224548220634,0.04536520689725876,0.919243586063385
EOS100309,Cc1cc(-n2nc(Cc3cc(F)cc(C(F)(F)F)c3)nc2C)ccc1C(N)=O,0.0366078183054924,0.048157486319541934,0.9152347087860108
EOS10031,CCCn1cc(CNC(=O)Cn2ccc(C3CCCNC3)n2)cn1.Cl,0.03125400803983212,0.040476595237851146,0.9282694101333618
EOS100311,N#Cc1cc2cc(CN3CCC(Nc4ncnc5sc(CC(F)(F)F)cc45)CC3)ccc2[nH]1,0.03616085536777973,0.04661397635936737,0.9172251701354981
EOS100317,Cc1nc2c(NCc3cccc(S(C)(=O)=O)c3)nccn2c1-c1ccc(O)c(F)c1,0.03522313125431538,0.04707913100719452,0.9176977396011352
EOS100328,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,0.0373647291213274,0.04968312382698059,0.9129521369934082
EOS100331,C[C@H](NC(c1cccc2nc([O-])c([O-])nc12)P(=O)([O-])[O-])c1ccc(Br)cc1.O.[Na+].[Na+].[Na+].[Na+],0.05180202573537827,0.06569165512919425,0.8825063228607177
EOS100335,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1.CS(=O)(=O)O,0.038024234026670455,0.04917215406894684,0.9128036260604858
EOS100338,CN(C)Cc1ccc(-c2nc3cccc4c3n2CCNC4=O)cc1,0.0340857170522213,0.04549363330006599,0.9204206585884094
EOS100340,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc([O-])c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C.[Na+],0.04037416912615299,0.05160659253597259,0.9080192446708679
EOS100343,Oc1c(I)cc(I)c2cccnc12,0.03961633294820786,0.05264708548784256,0.9077366113662719
EOS100346,N=C(N)NOCC[C@H](N)C(=O)O.O=S(=O)(O)O,0.04391106478869915,0.0527228519320488,0.9033660769462586
EOS100347,Cl.O=C(O)C1CCCN(CCC=C(c2ccccc2)c2ccccc2)C1,0.03450133763253689,0.04479289501905441,0.9207057595252991
EOS100353,CCOc1cc(NC(C)=O)ccc1C(=O)OC,0.03917461559176445,0.051008529216051104,0.90981684923172
EOS10036,CN(C)c1ccc(C(=O)N2[C@H]3CC[C@@H]2[C@@H]2CNC[C@@H]23)cn1.Cl.Cl,0.03027177378535271,0.03918244801461697,0.9305457830429077
EOS100360,O=C(O)[C@H](S)[C@H](S)C(=O)O,0.0493120264261961,0.05891287624835968,0.8917750954627991
EOS100363,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,0.03275037482380867,0.04076596163213253,0.9264836430549621
EOS100373,Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,0.033421580120921134,0.04557900056242943,0.9209994196891784
EOS100374,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.03048806432634592,0.037773411348462106,0.9317385077476501
EOS100377,CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1.Cl,0.0339612040668726,0.043703609704971315,0.9223351836204529
EOS100379,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1.Cl,0.03259805515408516,0.04125131517648697,0.9261506199836731
EOS100381,Cc1cc(Cn2cnc3c2C[C@@H](C(=O)O)N(C(=O)C(c2ccccc2)c2ccccc2)C3)ccc1N(C)C.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,0.036695627868175505,0.04741933643817901,0.9158850312232971
EOS100387,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,0.0306500893086195,0.04045460373163223,0.9288952946662903
EOS100388,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1,0.03636125735938549,0.048370308429002765,0.9152684450149536
EOS100389,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0.0374553456902504,0.04988833889365196,0.912656307220459
EOS100392,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCCCC1,0.03224738724529743,0.04093428701162338,0.926818335056305
EOS100395,O=C1c2c(O)cccc2Cc2cccc(O)c21,0.03742676228284836,0.05079107955098152,0.911782169342041
EOS10040,COc1ccc2c(c1)OC(C)(C)CC2NC(=O)CCn1c(C)cccc1=O,0.03278024420142174,0.04290986284613609,0.9243099212646484
EOS100400,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,0.02879239767789841,0.03560940697789192,0.9355982065200805
EOS100406,COc1ccc2[nH]c(C(=O)c3ccccc3)cc2c1,0.036183645576238634,0.04983687624335289,0.9139794945716858
EOS100407,NC(=O)c1cccc2[nH]c(-c3ccc([C@@H]4CCCN4)cc3F)nc12,0.036485235393047336,0.04817422851920128,0.9153405547142028
EOS100418,CCOc1cc(N2CCC(O)CC2)ccc1Nc1ncc2c(n1)N(C1CCCC1)CCC(=O)N2C,0.032572419568896296,0.04184877499938011,0.9255788326263428
EOS10042,CCn1ccc(C(=O)N[C@@H]2CCN(Cc3csc(C)n3)C[C@H]2O)n1,0.03012467883527279,0.03920854330062866,0.9306667685508728
EOS100422,Cc1ccc(NC(=O)[C@H]2CCCN(C(=O)c3c(C)cccc3F)[C@H]2c2ccc(NC3CCCC3)cc2)cc1C(F)(F)F,0.034320947527885434,0.044024459272623065,0.9216545939445495
EOS100423,CN(C(=O)c1ccc(F)cc1C(F)(F)F)C1CCN(c2nnc(-c3ccnn3C)c3ccccc23)CC1,0.03468004688620567,0.045568647980690005,0.9197513103485108
EOS100424,Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1,0.03841896876692772,0.05057629346847534,0.9110047578811645
EOS100434,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,0.0361823420971632,0.04876445084810257,0.9150532007217407
EOS100435,c1cc(-c2cnn3cc(-c4ccc(N5CCNCC5)cc4)cnc23)c2cccnc2c1,0.0339672677218914,0.045719200372695924,0.920313549041748
EOS100437,Cc1cc(O)c(-c2ccc([C@@H](C)CN)cc2)c2c1[nH]c(=O)c1sccc12,0.038036007061600687,0.05040363147854805,0.9115603685379028
EOS100442,CN1CCCN(C(=O)c2cccc(-c3ccc(/C=C4/C(=O)Nc5ccc(Cl)cc54)o3)c2)CC1,0.03523568660020828,0.04667674601078033,0.9180875778198242
EOS100443,Cc1onc(-c2ccc(F)cc2)c1COc1ccc(C(=O)N2CCS(=O)(=O)CC2)cn1,0.03327786512672901,0.04361472874879837,0.9231074213981628
EOS100446,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(CC(=O)N2CCN(C)CC2)cs1,0.03043583147227764,0.039566968381404874,0.9299971699714661
EOS100448,Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,0.03248011544346809,0.042797642201185225,0.9247222423553467
EOS10045,CC(Cn1cncn1)NC(=O)c1ccnn1C(C)C,0.030235280096530915,0.039958393573760985,0.9298063039779663
EOS100457,CNC(=O)c1ccccc1Nc1nc(Nc2ccc3c(c2OC)CCC[C@H](N2CCN(CCO)CC2)C3)ncc1Cl,0.03253181241452694,0.04219208806753159,0.9252761006355286
EOS100464,CNC(=O)c1ccc2cc([C@@]3(O)CCn4cncc43)ccc2c1,0.03278496116399765,0.04428250417113304,0.9229325175285339
EOS100466,NC[C@@](O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,0.03336713910102844,0.0447488434612751,0.92188401222229
EOS100467,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccc(Cl)c(Cl)c1,0.03404494449496269,0.044179365038871765,0.9217756986618042
EOS100471,CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,0.03846064060926437,0.05063519775867462,0.9109041333198548
EOS100478,CC(C)(C)C(=O)/C(=N/c1ccc(Cl)cc1)NNc1ccc(Cl)cc1,0.03497408777475357,0.04540332183241844,0.9196226000785828
EOS10048,COc1cccc(-c2ccc(Cl)cn2)c1OC,0.03467715494334698,0.04695670977234841,0.9183661222457886
EOS100480,CCOC(=O)N1c2ccc(C(F)(F)F)cc2[C@@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(=O)OC)C[C@H]1CC,0.03953055776655674,0.04958262071013451,0.9108868479728699
EOS100481,CCOc1ccc(-n2c([C@@H](C)N(Cc3cccnc3)C(=O)Cc3ccc(OC(F)(F)F)cc3)nc3ncccc3c2=O)cc1,0.03593775816261768,0.04734189137816429,0.9167203307151794
EOS100492,CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@H](/C=C(\C)C(=O)O)C(C)C)C(C)(C)C)C(C)(C)c1ccccc1,0.0338712465018034,0.04220354966819286,0.9239252090454102
EOS100499,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1,0.036840451136231425,0.049910372495651244,0.9132491827011109
EOS1005,COc1cc(OC)c(C2CC(=O)Nc3c2c(C)nn3-c2ccc3nnc(C)n3n2)cc1OC,0.03246093913912773,0.04388428926467895,0.9236547708511352
EOS10050,O=C(N[C@@H]1CCN(Cc2cscn2)C[C@H]1O)c1ccc(-c2ccco2)cc1,0.032489755749702455,0.04282855838537216,0.9246816992759704
EOS100507,Cc1cnc(-c2cc(N3CCN(C(=O)CCS(C)(=O)=O)CC3)ncc2Cl)c(C)c1,0.03218753300607204,0.04131557866930961,0.9264968872070313
EOS100510,Nc1c(S(=O)(=O)O)cc(Nc2cccc(S(N)(=O)=O)c2)c2c1C(=O)c1ccccc1C2=O,0.03810332603752613,0.05075935050845146,0.9111373066902161
EOS100512,c1ccc(-c2oc3ncnc(NC[C@@H]4CCCO4)c3c2-c2ccccc2)cc1,0.034521682932972905,0.046085971593856814,0.9193923354148865
EOS100515,Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,0.03377363868057728,0.04644417241215706,0.9197821617126465
EOS100516,Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1.[Cl-],0.03594722039997578,0.04562445506453514,0.9184283137321472
EOS100518,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.03611646518111229,0.045347466319799426,0.9185360670089722
EOS100525,O=C(Nc1ccccc1)Nc1ccc(-c2ccc(C(=O)[C@@H]3CCC[C@H]3C(=O)O)cc2)cc1,0.03718453496694565,0.048815449327230455,0.9140000104904175
EOS100527,O=[N+]([O-])/N=C1\NCCN1Cc1ccc(Cl)nc1,0.03340587727725506,0.04346052035689354,0.9231335997581482
EOS10053,Cl.Cl.O=C(Cn1ccc(C2CCCNC2)n1)N1CCC(Cn2ccnc2)CC1,0.030316131934523583,0.03922747857868671,0.9304563879966736
EOS100532,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,0.03548801057040692,0.046352796256542206,0.9181591987609863
